[WP STAGING Shutdown Function][E_NOTICE][2024-01-22 21:19:36] iconv(): Detected an illegal character in input string - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 337 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 01:04:35] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 01:04:42] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 03:03:01] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_NOTICE][2024-01-30 03:47:17] iconv(): Detected an illegal character in input string - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 337 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_NOTICE][2024-01-30 04:20:21] iconv(): Detected an illegal character in input string - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 337 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_NOTICE][2024-01-30 04:20:43] iconv(): Detected an illegal character in input string - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 337 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:21:09] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/global/popup.php(21): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#2 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/card-style-1/main.php(111): STM_LMS_Templates::show_lms_template()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/courses-archive/main.php(35): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/includes/elementor/widgets/courses/ms_lms_courses.php(653): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/controls-stack.php(2297): StmLmsElementor\Widgets\MsLmsCourses->render()
#11 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(614): Elementor\Controls_Stack->render_by_mode()
#12 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(755): Elementor\Widget_Base->render_content()
#13 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Widget_Base->print_content()
#14 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#15 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#16 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#17 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#18 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1749): Elementor\Element_Base->print_element()
#19 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1144): Elementor\Core\Base\Document->print_elements()
#20 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1179): Elementor\Core\Base\Document->print_elements_with_wrapper()
#21 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1074): Elementor\Frontend->get_builder_content()
#22 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): Elementor\Frontend->apply_builder_in_content()
#23 /var/www/html/wordpress/wp-includes/plugin.php(205): WP_Hook->apply_filters()
#24 /var/www/html/wordpress/wp-includes/post-template.php(256): apply_filters()
#25 /var/www/html/wordpress/wp-content/themes/avantex/template-parts/content-page.php(23): the_content()
#26 /var/www/html/wordpress/wp-includes/template.php(792): require('...')
#27 /var/www/html/wordpress/wp-includes/template.php(725): load_template()
#28 /var/www/html/wordpress/wp-includes/general-template.php(206): locate_template()
#29 /var/www/html/wordpress/wp-content/themes/avantex-education/index.php(60): get_template_part()
#30 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#31 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#32 /var/www/html/wordpress/index.php(17): require('...')
#33 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:21:21] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:21:25] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/global/popup.php(21): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#2 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/card-style-1/main.php(111): STM_LMS_Templates::show_lms_template()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/courses-archive/main.php(35): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/includes/elementor/widgets/courses/ms_lms_courses.php(653): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/controls-stack.php(2297): StmLmsElementor\Widgets\MsLmsCourses->render()
#11 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(614): Elementor\Controls_Stack->render_by_mode()
#12 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(755): Elementor\Widget_Base->render_content()
#13 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Widget_Base->print_content()
#14 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#15 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#16 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#17 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#18 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1749): Elementor\Element_Base->print_element()
#19 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1144): Elementor\Core\Base\Document->print_elements()
#20 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1179): Elementor\Core\Base\Document->print_elements_with_wrapper()
#21 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1074): Elementor\Frontend->get_builder_content()
#22 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): Elementor\Frontend->apply_builder_in_content()
#23 /var/www/html/wordpress/wp-includes/plugin.php(205): WP_Hook->apply_filters()
#24 /var/www/html/wordpress/wp-includes/post-template.php(256): apply_filters()
#25 /var/www/html/wordpress/wp-content/themes/avantex/template-parts/content-page.php(23): the_content()
#26 /var/www/html/wordpress/wp-includes/template.php(792): require('...')
#27 /var/www/html/wordpress/wp-includes/template.php(725): load_template()
#28 /var/www/html/wordpress/wp-includes/general-template.php(206): locate_template()
#29 /var/www/html/wordpress/wp-content/themes/avantex-education/index.php(60): get_template_part()
#30 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#31 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#32 /var/www/html/wordpress/index.php(17): require('...')
#33 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:21:32] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:21:37] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:21:45] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:24:52] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/global/popup.php(21): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#2 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/card/card-style-1/main.php(111): STM_LMS_Templates::show_lms_template()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/elementor-widgets/courses/courses-grid/main.php(24): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/includes/elementor/widgets/courses/ms_lms_courses.php(653): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/controls-stack.php(2297): StmLmsElementor\Widgets\MsLmsCourses->render()
#11 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(614): Elementor\Controls_Stack->render_by_mode()
#12 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(755): Elementor\Widget_Base->render_content()
#13 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Widget_Base->print_content()
#14 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#15 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#16 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1749): Elementor\Element_Base->print_element()
#17 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1144): Elementor\Core\Base\Document->print_elements()
#18 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1179): Elementor\Core\Base\Document->print_elements_with_wrapper()
#19 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1074): Elementor\Frontend->get_builder_content()
#20 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): Elementor\Frontend->apply_builder_in_content()
#21 /var/www/html/wordpress/wp-includes/plugin.php(205): WP_Hook->apply_filters()
#22 /var/www/html/wordpress/wp-includes/post-template.php(256): apply_filters()
#23 /var/www/html/wordpress/wp-content/themes/avantex/template-parts/content-page.php(23): the_content()
#24 /var/www/html/wordpress/wp-includes/template.php(792): require('...')
#25 /var/www/html/wordpress/wp-includes/template.php(725): load_template()
#26 /var/www/html/wordpress/wp-includes/general-template.php(206): locate_template()
#27 /var/www/html/wordpress/wp-content/themes/avantex-education/index.php(60): get_template_part()
#28 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#29 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#30 /var/www/html/wordpress/index.php(17): require('...')
#31 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
